"student_id","crypto_fullname","crypto_nrc","gender","program_description","study_description","school_abbr","school"
2022000412,"3a32257e","29793d6f","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022000595,"36d35e99","020d839b","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022002580,"b16d3f63","16012d74","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022002709,"e92dcb77","710c9a1d","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022003284,"65ace3f9","2bbb2268","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022004680,"871fc0fd","6508f267","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022005538,"cd29509d","9ff82d9e","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022005651,"65151fb4","715acd5c","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022006402,"233c53bc","a415256e","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022006569,"86d1e291","64caba75","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022006887,"068667b4","2eb50d46","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022007484,"1a661a3d","2a95240b","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022009363,"2e923526","ac42a4c4","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022011651,"d37df771","e9c0b461","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022012097,"6d6296d3","bb74dd37","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022014162,"8e2bd49e","a4559d79","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022015134,"8916adf1","a21b2ac4","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022015746,"8293194f","0e9613ed","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022015762,"76aff3cd","ef6a3ac6","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022016751,"c90664af","91ca5ffb","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022018265,"3496ce4f","8761fd33","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022018915,"67cadbd4","192159ee","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022020235,"ee5d6011","92279863","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022020651,"e19d832e","7636a665","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022020898,"68005a65","e99140bd","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022020995,"0935375a","b1c5effb","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022024176,"71e2e1dd","80779350","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022025237,"d8c73f6f","333d8680","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022026454,"742fd3ca","808d05bb","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022029658,"05758550","b792e7bb","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022030915,"72b1a72f","b99b96c6","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022034074,"e2e3063d","c800cece","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022034864,"d4141b90","421b7be0","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022035844,"5e6d05a9","ff72231f","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022035992,"589062b3","e4c497a7","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022036034,"64cdc600","9bdfbe1e","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022036212,"68188858","bc5afe62","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022036573,"5a2524e0","33fa8506","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022040716,"f1e608a3","edbcc284","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022041755,"69669f4f","c3c7eafe","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022042735,"624864a3","6540d96a","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022043782,"03a80d3d","043f97a6","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022046285,"d13fe06e","de3401d7","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022046480,"f88a677b","e9d0fb63","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022047249,"763b7542","60404e6e","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022047826,"32d6e560","f19f0eab","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022049250,"d6189a59","fc85c26c","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022050339,"845c2e4b","5337b599","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022050614,"5096e4fa","0b7ccfba","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022052463,"178602ab","74b80f4f","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022052625,"52e82a69","0d6016ce","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022054733,"aab75158","4fe2c117","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022054962,"7c59ac9b","088647d9","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022055560,"195150d1","18b3faae","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022055969,"663eb0d5","3f1c8fcb","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022058356,"e416a258","e9e85628","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022060156,"f7e64bf3","e3acc568","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022064968,"6577ac10","0446f525","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022067240,"4155536e","f76aec4e","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022068173,"b93837a3","c3a56c22","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022068262,"090f9f2a","b1b9847d","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022069897,"a271244c","d8bff589","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022070038,"1e4f3d1a","7546f461","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022070291,"fac5b58d","6d3c9872","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022071328,"0c43a7c7","d2d7fadd","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022071492,"46ed886f","8df356e3","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022075331,"a6010755","faa9b713","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022076851,"eb9bdffd","03672906","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022078276,"365514f0","2de91ba5","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022078683,"9e1a66d2","65ce6dc9","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022078870,"43971fe7","0dd7d508","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022079990,"e9805c90","8501aa29","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022081544,"4115a8f0","6db69474","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022083431,"8ff594a9","5e2ea185","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022085078,"2d68111a","60129531","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022085213,"920abc4e","5e62c407","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022086481,"1fd7bb99","a3ce8ce6","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022086732,"860b8e26","d1db6cd8","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022091639,"4e1f65b0","f7d1d734","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022092066,"0b79dd7c","25221a15","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022092287,"79e764d8","25a0345b","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022092571,"69d174ea","89e17133","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022094042,"d6a322d4","76d92a99","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022095782,"ef33e17c","ffc0c766","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022002491,"a2e98e4c","e22bf042","M","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022014014,"e4ebc35c","42207b33","M","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022034252,"a6a826e2","d7876a81","M","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022050363,"ff3b7468","b7c17c91","F","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022050975,"6360ebb6","564c8dbd","F","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022058241,"7fec5a96","fd915afc","M","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022064208,"c4e62c48","6b16e675","F","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022092601,"4b8998b1","519a4752","F","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022095111,"5b48fdd2","68eb6355","M","BACHELOR OF SCIENCE AGRICULTURAL EXTENSION","AGRICULTURAL EXTENSION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022000226,"86a78062","c8b22e0c","F","BACHELOR OF AGRICULTURAL SCIENCES","AGRICULTURE","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022004124,"9899ad95","28f9bf69","F","BACHELOR OF AGRICULTURAL SCIENCES","AGRICULTURE","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022022882,"45a62ea1","832da0fb","M","BACHELOR OF AGRICULTURAL SCIENCES","AGRICULTURE","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022035941,"77da299c","dfa29828","F","BACHELOR OF AGRICULTURAL SCIENCES","AGRICULTURE","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
2022047702,"308c9115","a5a5cf58","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022048318,"dec5ac30","802d1545","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022048903,"33e3366f","1d4daab4","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022049411,"f33f9317","83c584ec","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022049462,"9e43b44d","ca43da59","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022049942,"b0d60f84","3d60051e","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022050266,"8b6aee7b","37775142","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022050355,"1ac0c9c6","19221334","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022051211,"9b0e742e","1e8aecd8","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022051874,"8cb34a64","ec07a831","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022052030,"0a80ed17","990fc901","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022052153,"5b7fa72b","c9cedf54","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022052935,"f796634e","5cdad63d","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022053184,"0eca362a","ff0b705a","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022053354,"a67b3a41","c83217db","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022053419,"68aa5421","52e88c90","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022054245,"b17d5dce","f9e09209","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022054431,"ecac4aea","65542b71","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022054695,"e63a5641","20d381f8","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022055268,"63069190","68dd8dd6","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022056213,"579e9e7d","7bd94561","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022056426,"79d6d8c6","d87aa338","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022056981,"a5ac01bf","1c2d7e40","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022058810,"82427452","f94c2a47","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022059131,"84f612b6","792598a8","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022060792,"966358f8","5e726278","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062396,"26876b89","304d7dc9","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062469,"f49dd22d","4a1e48f1","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062477,"3deb6b8b","5c0d991b","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062523,"2a42d006","f9861b55","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062612,"929d7d73","7ee92fb3","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062621,"a4ab8f6a","9e9035c6","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062817,"2201f7e3","f8dd74f2","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022062850,"22a2110c","d293eb81","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022063112,"ebac1f19","9ff4990a","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022064909,"54a4abfa","655138c3","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022065000,"96013c8e","0c39e0f1","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022065905,"de455118","aea1abb9","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022067592,"8290b8ca","a51f1de2","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022068327,"949d1d93","eb21f334","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022069218,"d8130dd5","f6902739","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022070054,"6a779c0c","6e7d9d7a","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022070224,"97dff54a","78c38da9","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022070780,"a0ccd94d","55587607","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022071557,"ca09a5f7","4e267eb3","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022071620,"5da6825f","ead1bbd2","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022072375,"c50ad6c7","8f04da65","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022073053,"a6110505","b858ffa3","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022073690,"66728574","3efc2b81","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022074360,"b4e4ee63","98bf1968","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022074637,"2747c460","a3527cf3","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022074823,"a0b567d4","e462f47a","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022075048,"96b9e7bd","976f6f46","M","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
2022075170,"589f1974","8dd8f151","F","BACHELOR OF SCIENCE IN NURSING","NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
