"student_id","crypto_fullname","crypto_nrc","gender","program_description","study_description","school_abbr","school"
2022031491,"330154ec","af79d9aa","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022031504,"66488bf1","38116c81","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022031512,"648010cf","d1337b85","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022031521,"a8012acf","57108aae","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022031792,"f4f757a3","57a9bb45","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022032314,"98419d82","00f7d69c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022032365,"554c84b6","60c622ad","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022032641,"343cea54","8261249d","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022032900,"d679cf91","c5c3e44b","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022032993,"36f01472","db039e8e","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022033060,"937f5f91","020064aa","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022033272,"de2def8c","9c3087b3","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022033612,"0e139be3","10ab9b34","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022033981,"29bf2911","cd17e3b0","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034392,"a4b9465e","a146b103","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034431,"1920c46f","4e1616e7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034503,"64823e2a","5d12dd14","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034643,"4e6658da","aa198ed7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034821,"a715c129","02867ce1","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022034911,"a923be85","9e43ce31","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035038,"85185fea","90ca68f7","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035089,"5f4dc443","be160d5f","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035151,"efa5d9ea","64d4a7c4","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035437,"ebac629a","37146523","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035445,"3075b6ef","7571c5d6","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035453,"96e7688c","1096a703","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035747,"15d91cc7","d0c13e8e","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022035984,"a4516491","06f82cf6","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036085,"c0e28abc","4443682b","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036158,"eaa1ff7c","e8241ef0","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036352,"1e0b7cb5","3a499835","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036417,"c69afd20","b3efd60a","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036727,"170f2bb8","632becfd","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022036859,"9b710c5b","b4893e7e","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022037162,"fc07582a","7cc5d5d5","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022037324,"26d259d9","fcae4b4b","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038029,"3dd73d34","ee222b42","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038045,"5840198d","a422371a","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038339,"2ef50518","e864ce70","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038444,"d5ab78b7","4081d9e3","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038657,"1c53e1bd","2ba1f6d7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038771,"0081952b","f770accc","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038878,"eb83f012","4a12bddd","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038983,"5129d4e5","e3d2c9b8","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022038991,"10976052","eb173e64","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039041,"f1e7260b","1ffac987","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039076,"fb9acd0e","117493f9","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039220,"2adfcc7e","097c6c94","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039441,"ec71aacf","727a6ede","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039637,"2b04a7b1","7b1af71c","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039696,"9ac4d9e0","9a15bf80","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039858,"616839cb","144fdf8c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022039874,"46d5773f","6295b42c","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022040309,"0a1242b0","8e7e496c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022040317,"615ab2c7","bf665790","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022040775,"68581a71","42de8387","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041046,"572e6060","b37b06c5","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041356,"e7ae3b54","3ecaa7ba","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041747,"cf1fdfa2","8ef2cef9","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041801,"bb0355c8","38e4ac06","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041844,"56cd996e","9bec963a","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041879,"fc43a5ca","793abf75","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041941,"cfbecac7","dde4472e","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022041968,"9c1bdeca","744698eb","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042191,"92065c87","390227f7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042433,"b2c39557","07ccf057","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042603,"e4f109b3","274ad2f1","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042689,"894ecc3f","6ea1bcf3","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042701,"b980ba0f","63232533","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042719,"4bcff41b","67d62c96","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022042913,"9b1143c5","a1736e30","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022043774,"cdfd4d26","3a08e039","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022043855,"31c7257b","af37fc36","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022043898,"28ce776c","cd9726ed","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022044029,"b319d900","2cf9fa1f","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022044223,"5e093fdc","6fabc9d5","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022044401,"ddefc638","9cc8c7a1","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022044509,"57ecacfc","13583027","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045157,"8a9f73cb","081bd252","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045165,"fe844696","5dd889c1","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045254,"c33b3419","be358dcd","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045360,"52b6598b","efc40c6f","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045513,"4fd66426","17aba1dc","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022045572,"5766b5b2","760fe03b","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046056,"8e7077a1","13d2f49c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046226,"9b710c5b","510bbaf3","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046269,"c918883e","4a8ab7d5","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046340,"cdf166ad","0229e7fb","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046463,"624632a6","9bcbd282","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046587,"b89ca5e7","19d869a2","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046617,"808658b2","e0ad0378","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046731,"2e49ab1b","a0135b99","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022046978,"716e764a","6316b03f","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022047109,"34f37778","9451548e","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022047443,"ebedab15","2cdf4cd5","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022047699,"e4c1cd1f","c41d6056","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048008,"4c6cd5a7","4548b6de","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048067,"8f2b7050","6d737d7f","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048075,"e20287f8","4fedb652","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048083,"339d7d52","a63466a7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048296,"0d9ec256","20056fe2","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048571,"ae8c29e0","80e4f939","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022048831,"4ae46a6c","bd42a811","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049047,"18c3eca6","a77edf73","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049080,"d3694d24","9086a2fd","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049144,"cfedbdba","99859b0d","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049152,"408275ba","e5f8d6c7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049195,"3a43bd7e","1325e036","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049241,"6d01e37d","8d70f024","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049365,"b1d37925","bdb36888","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049420,"888d06d7","ddd448a8","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049560,"6f27026f","b197c45c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049641,"3ec1db49","924161d2","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022049730,"63ae06a7","6154c9c9","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022050207,"74fb7993","889f325e","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022050223,"2dc54817","aeadb789","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022050967,"d0e1deb7","2b483abb","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022050983,"b912fc4b","3ee0728e","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051122,"cabf2d14","72fdbeed","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051203,"5bc049ff","bc8f50f9","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051271,"b94e4a0c","33c60221","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051645,"35fb5449","1bcfcd2f","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051823,"fc072692","a105be15","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022051866,"866629f2","68d7371b","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022052331,"87cd7aa9","726f1347","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022052391,"55038af7","bc1376bc","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022052536,"1c1eb2ca","1c7457c3","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022052641,"3ba4096e","b779dd91","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022053231,"851cef8f","06f67c75","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022053567,"c44bada9","3b4a35d1","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054164,"cd4d85ea","b172fcc8","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054181,"86c2b8b7","c316c4bf","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054199,"2dbbbf4e","72c33545","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054687,"5ac52c9b","390a3763","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054717,"b67dfc3e","591ec152","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054920,"8e6cded5","4c59e041","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022054946,"59e6163d","abe7dd56","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022055144,"2ed754d0","c194c819","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022055519,"0cba0959","9dc87b18","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022055918,"1edd709f","a6207cbc","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022055977,"a723e893","742b418d","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022055993,"0ce44822","ed794400","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056329,"0590db9c","238db4f5","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056469,"bc119e68","98a379ab","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056485,"15925f07","dad4e4e0","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056574,"4b5f5c88","b7b47842","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056582,"45234a61","20b54328","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056710,"0bf6bcba","dd45fd3c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056752,"b703f105","618a6809","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022056884,"be6dcf53","57cc6f90","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057139,"82d79341","6202ca0e","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057147,"94c116e0","7cabdb72","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057252,"a3dcc34f","1df354e9","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057341,"d41a0b68","e6ca7f72","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057368,"1058f735","ac5137d8","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057708,"12bec4f1","68512cad","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022057848,"6beda115","3b5d7a8c","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022058046,"fa571abd","9ce442be","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022058071,"e3de8e16","b28cfcfe","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022058160,"e98c1342","ed55aa23","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022058453,"db5a855b","9efd6e55","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022058682,"bb0c57b8","4886f7f4","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059042,"1096eb61","94c71cb2","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059051,"9e7268ee","84205e6b","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059506,"ef782d74","21ecf9f7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059701,"581961c0","070f444d","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059727,"ad913850","236bd773","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059794,"bbf18633","902a9b83","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059816,"00903a29","e8a0cce7","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059841,"2464a00d","c69bf25a","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022059972,"3791c378","8053bd7c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060105,"0d8b7ed9","3dbe864c","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060288,"2f09c11e","c58bebcd","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060415,"3c68cb8c","56ae1454","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060547,"bdefe2de","e1ca27f0","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060610,"5dc36641","1c18d246","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060644,"2a73fd3e","05eae3cc","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060733,"cb28d9fe","4cbbddc1","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060750,"d3de525e","94766b36","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060814,"4085b3a5","878964fc","F","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
2022060849,"511150c1","58cf5af0","M","BACHELOR OF ARTS","ECONOMICS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
